mosaic_id,uri,uri_etag,byte_size,crs,srid,pixel_width,pixel_height,band_count,dtype,nodata,footprint,acquired_at,created_at
6ae03eb6-6af9-5550-8c22-97b19ffca21a,/home/rhea/B/ClearLake_Samples/2025_06_28_ClearLake_SD_S1_DEM.tif,,1956505778,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AXIS[""Latitude"",NORTH],AXIS[""Longitude"",EAST],AUTHORITY[""EPSG"",""4326""]]",4326,29987,36545,1,Float32,-32767.0,"SRID=4326;POLYGON((-96.77569736 44.80815687,-96.75675386 44.80815687,-96.75675386 44.79171988,-96.77569736 44.79171988,-96.77569736 44.80815687))",,2026-03-02T09:45:12.136481
